,time,pelvis_list,pelvis_rotation,pelvis_tilt,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,pelvis_ty,lumbar_bending,lumbar_rotation,lumbar_extension
819.000,8.310,-0.024,0.044,-0.030,0.421,0.039,0.024,-0.165,-0.082,-0.289,0.017,0.020,-0.265,0.096,0.960,0.024,-0.044,0.030
820.000,8.320,-0.036,0.040,-0.028,0.413,0.053,0.053,-0.214,-0.089,-0.269,-0.003,0.007,-0.352,0.019,0.960,0.036,-0.040,0.028
821.000,8.330,-0.048,0.034,-0.026,0.401,0.068,0.070,-0.258,-0.073,-0.235,-0.026,-0.008,-0.455,-0.076,0.960,0.048,-0.034,0.026
822.000,8.340,-0.059,0.030,-0.024,0.380,0.083,0.074,-0.286,-0.044,-0.186,-0.047,-0.017,-0.570,-0.170,0.960,0.059,-0.030,0.024
823.000,8.350,-0.067,0.029,-0.024,0.353,0.095,0.073,-0.297,-0.014,-0.125,-0.063,-0.012,-0.691,-0.233,0.960,0.067,-0.029,0.024
824.000,8.360,-0.071,0.031,-0.025,0.321,0.102,0.067,-0.295,0.011,-0.055,-0.072,0.005,-0.806,-0.246,0.960,0.071,-0.031,0.025
825.000,8.370,-0.072,0.034,-0.027,0.286,0.105,0.056,-0.283,0.034,0.017,-0.073,0.019,-0.902,-0.220,0.960,0.072,-0.034,0.027
826.000,8.380,-0.068,0.037,-0.029,0.248,0.104,0.047,-0.264,0.052,0.086,-0.068,0.019,-0.971,-0.177,0.960,0.068,-0.037,0.029
827.000,8.390,-0.061,0.039,-0.031,0.208,0.101,0.042,-0.242,0.068,0.151,-0.059,0.006,-1.009,-0.133,0.960,0.061,-0.039,0.031
828.000,8.400,-0.052,0.040,-0.033,0.167,0.097,0.037,-0.217,0.081,0.209,-0.049,-0.013,-1.017,-0.092,0.960,0.052,-0.040,0.033
829.000,8.410,-0.041,0.039,-0.034,0.126,0.093,0.032,-0.191,0.092,0.261,-0.038,-0.030,-1.000,-0.056,0.960,0.041,-0.039,0.034
830.000,8.420,-0.031,0.037,-0.036,0.085,0.088,0.026,-0.164,0.101,0.308,-0.028,-0.043,-0.961,-0.023,0.960,0.031,-0.037,0.036
831.000,8.430,-0.022,0.034,-0.038,0.045,0.084,0.021,-0.139,0.110,0.347,-0.019,-0.054,-0.900,0.004,0.960,0.022,-0.034,0.038
832.000,8.440,-0.014,0.030,-0.039,0.006,0.081,0.017,-0.115,0.118,0.380,-0.012,-0.065,-0.820,0.025,0.960,0.014,-0.030,0.039
833.000,8.450,-0.007,0.025,-0.041,-0.032,0.078,0.012,-0.094,0.127,0.406,-0.005,-0.076,-0.724,0.039,0.960,0.007,-0.025,0.041
834.000,8.460,-0.002,0.019,-0.043,-0.069,0.076,0.008,-0.075,0.137,0.425,0.001,-0.087,-0.614,0.045,0.960,0.002,-0.019,0.043
835.000,8.470,0.001,0.011,-0.044,-0.106,0.075,0.003,-0.059,0.147,0.436,0.005,-0.092,-0.494,0.042,0.960,-0.001,-0.011,0.044
836.000,8.480,0.003,0.003,-0.045,-0.141,0.074,0.000,-0.047,0.158,0.441,0.008,-0.087,-0.371,0.032,0.960,-0.003,-0.003,0.045
837.000,8.490,0.004,-0.008,-0.045,-0.176,0.073,-0.002,-0.041,0.168,0.441,0.009,-0.070,-0.252,0.020,0.960,-0.004,0.008,0.045
838.000,8.500,0.005,-0.019,-0.043,-0.207,0.072,0.000,-0.043,0.177,0.437,0.010,-0.049,-0.148,0.009,0.960,-0.005,0.019,0.043
839.000,8.510,0.006,-0.030,-0.042,-0.236,0.069,0.004,-0.052,0.184,0.433,0.010,-0.032,-0.075,0.003,0.960,-0.006,0.030,0.042
840.000,8.520,0.007,-0.040,-0.041,-0.259,0.064,0.010,-0.071,0.188,0.430,0.012,-0.024,-0.040,0.001,0.960,-0.007,0.040,0.041
841.000,8.530,0.009,-0.049,-0.039,-0.277,0.057,0.017,-0.102,0.184,0.430,0.015,-0.022,-0.041,0.000,0.960,-0.009,0.049,0.039
842.000,8.540,0.014,-0.054,-0.038,-0.289,0.047,0.022,-0.143,0.171,0.431,0.021,-0.021,-0.072,-0.009,0.960,-0.014,0.054,0.038
843.000,8.550,0.020,-0.057,-0.037,-0.294,0.034,0.025,-0.197,0.144,0.430,0.019,-0.024,-0.069,-0.030,0.960,-0.020,0.057,0.037
844.000,8.560,0.029,-0.057,-0.035,-0.289,0.017,0.020,-0.265,0.096,0.427,0.028,-0.006,-0.116,-0.057,0.960,-0.029,0.057,0.035
845.000,8.570,0.041,-0.053,-0.032,-0.269,-0.003,0.007,-0.352,0.019,0.421,0.039,0.024,-0.165,-0.082,0.960,-0.041,0.053,0.032
846.000,8.580,0.053,-0.049,-0.029,-0.235,-0.026,-0.008,-0.455,-0.076,0.413,0.053,0.053,-0.214,-0.089,0.960,-0.053,0.049,0.029
847.000,8.590,0.063,-0.046,-0.027,-0.186,-0.047,-0.017,-0.570,-0.170,0.401,0.068,0.070,-0.258,-0.073,0.960,-0.063,0.046,0.027
848.000,8.600,0.071,-0.047,-0.026,-0.125,-0.063,-0.012,-0.691,-0.233,0.380,0.083,0.074,-0.286,-0.044,0.960,-0.071,0.047,0.026
849.000,8.610,0.076,-0.050,-0.027,-0.055,-0.072,0.005,-0.806,-0.246,0.353,0.095,0.073,-0.297,-0.014,0.960,-0.076,0.050,0.027
850.000,8.620,0.077,-0.055,-0.028,0.017,-0.073,0.019,-0.902,-0.220,0.321,0.102,0.067,-0.295,0.011,0.960,-0.077,0.055,0.028
851.000,8.630,0.074,-0.059,-0.030,0.086,-0.068,0.019,-0.971,-0.177,0.286,0.105,0.056,-0.283,0.034,0.960,-0.074,0.059,0.030
852.000,8.640,0.068,-0.061,-0.032,0.151,-0.059,0.006,-1.009,-0.133,0.248,0.104,0.047,-0.264,0.052,0.960,-0.068,0.061,0.032
853.000,8.650,0.059,-0.062,-0.034,0.209,-0.049,-0.013,-1.017,-0.092,0.208,0.101,0.042,-0.242,0.068,0.960,-0.059,0.062,0.034
854.000,8.660,0.049,-0.062,-0.035,0.261,-0.038,-0.030,-1.000,-0.056,0.167,0.097,0.037,-0.217,0.081,0.960,-0.049,0.062,0.035
855.000,8.670,0.038,-0.060,-0.036,0.308,-0.028,-0.043,-0.961,-0.023,0.126,0.093,0.032,-0.191,0.092,0.960,-0.038,0.060,0.036
856.000,8.680,0.029,-0.058,-0.037,0.347,-0.019,-0.054,-0.900,0.004,0.085,0.088,0.026,-0.164,0.101,0.960,-0.029,0.058,0.037
857.000,8.690,0.022,-0.054,-0.038,0.380,-0.012,-0.065,-0.820,0.025,0.045,0.084,0.021,-0.139,0.110,0.960,-0.022,0.054,0.038
858.000,8.700,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
859.000,8.710,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
860.000,8.720,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
861.000,8.730,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
862.000,8.740,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
863.000,8.750,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
864.000,8.760,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
865.000,8.770,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
866.000,8.780,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
867.000,8.790,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
868.000,8.800,-0.008,0.042,-0.033,0.430,0.019,-0.024,-0.069,-0.030,-0.289,0.047,0.022,-0.143,0.171,0.960,0.008,-0.042,0.033
869.000,8.810,-0.015,0.045,-0.032,0.427,0.028,-0.006,-0.116,-0.057,-0.294,0.034,0.025,-0.197,0.144,0.960,0.015,-0.045,0.032
870.000,8.820,-0.024,0.044,-0.030,0.421,0.039,0.024,-0.165,-0.082,-0.289,0.017,0.020,-0.265,0.096,0.960,0.024,-0.044,0.030
871.000,8.830,-0.036,0.040,-0.028,0.413,0.053,0.053,-0.214,-0.089,-0.269,-0.003,0.007,-0.352,0.019,0.960,0.036,-0.040,0.028
872.000,8.840,-0.048,0.034,-0.026,0.401,0.068,0.070,-0.258,-0.073,-0.235,-0.026,-0.008,-0.455,-0.076,0.960,0.048,-0.034,0.026
873.000,8.850,-0.059,0.030,-0.024,0.380,0.083,0.074,-0.286,-0.044,-0.186,-0.047,-0.017,-0.570,-0.170,0.960,0.059,-0.030,0.024
874.000,8.860,-0.067,0.029,-0.024,0.353,0.095,0.073,-0.297,-0.014,-0.125,-0.063,-0.012,-0.691,-0.233,0.960,0.067,-0.029,0.024
875.000,8.870,-0.071,0.031,-0.025,0.321,0.102,0.067,-0.295,0.011,-0.055,-0.072,0.005,-0.806,-0.246,0.960,0.071,-0.031,0.025
876.000,8.880,-0.072,0.034,-0.027,0.286,0.105,0.056,-0.283,0.034,0.017,-0.073,0.019,-0.902,-0.220,0.960,0.072,-0.034,0.027
877.000,8.890,-0.068,0.037,-0.029,0.248,0.104,0.047,-0.264,0.052,0.086,-0.068,0.019,-0.971,-0.177,0.960,0.068,-0.037,0.029
878.000,8.900,-0.061,0.039,-0.031,0.208,0.101,0.042,-0.242,0.068,0.151,-0.059,0.006,-1.009,-0.133,0.960,0.061,-0.039,0.031
879.000,8.910,-0.052,0.040,-0.033,0.167,0.097,0.037,-0.217,0.081,0.209,-0.049,-0.013,-1.017,-0.092,0.960,0.052,-0.040,0.033
880.000,8.920,-0.041,0.039,-0.034,0.126,0.093,0.032,-0.191,0.092,0.261,-0.038,-0.030,-1.000,-0.056,0.960,0.041,-0.039,0.034
881.000,8.930,-0.031,0.037,-0.036,0.085,0.088,0.026,-0.164,0.101,0.308,-0.028,-0.043,-0.961,-0.023,0.960,0.031,-0.037,0.036
882.000,8.940,-0.022,0.034,-0.038,0.045,0.084,0.021,-0.139,0.110,0.347,-0.019,-0.054,-0.900,0.004,0.960,0.022,-0.034,0.038
883.000,8.950,-0.014,0.030,-0.039,0.006,0.081,0.017,-0.115,0.118,0.380,-0.012,-0.065,-0.820,0.025,0.960,0.014,-0.030,0.039
884.000,8.960,-0.007,0.025,-0.041,-0.032,0.078,0.012,-0.094,0.127,0.406,-0.005,-0.076,-0.724,0.039,0.960,0.007,-0.025,0.041
885.000,8.970,-0.002,0.019,-0.043,-0.069,0.076,0.008,-0.075,0.137,0.425,0.001,-0.087,-0.614,0.045,0.960,0.002,-0.019,0.043
886.000,8.980,0.001,0.011,-0.044,-0.106,0.075,0.003,-0.059,0.147,0.436,0.005,-0.092,-0.494,0.042,0.960,-0.001,-0.011,0.044
887.000,8.990,0.003,0.003,-0.045,-0.141,0.074,0.000,-0.047,0.158,0.441,0.008,-0.087,-0.371,0.032,0.960,-0.003,-0.003,0.045
888.000,9.000,0.004,-0.008,-0.045,-0.176,0.073,-0.002,-0.041,0.168,0.441,0.009,-0.070,-0.252,0.020,0.960,-0.004,0.008,0.045
889.000,9.010,0.005,-0.019,-0.043,-0.207,0.072,0.000,-0.043,0.177,0.437,0.010,-0.049,-0.148,0.009,0.960,-0.005,0.019,0.043
890.000,9.020,0.006,-0.030,-0.042,-0.236,0.069,0.004,-0.052,0.184,0.433,0.010,-0.032,-0.075,0.003,0.960,-0.006,0.030,0.042
891.000,9.030,0.007,-0.040,-0.041,-0.259,0.064,0.010,-0.071,0.188,0.430,0.012,-0.024,-0.040,0.001,0.960,-0.007,0.040,0.041
892.000,9.040,0.009,-0.049,-0.039,-0.277,0.057,0.017,-0.102,0.184,0.430,0.015,-0.022,-0.041,0.000,0.960,-0.009,0.049,0.039
893.000,9.050,0.014,-0.054,-0.038,-0.289,0.047,0.022,-0.143,0.171,0.431,0.021,-0.021,-0.072,-0.009,0.960,-0.014,0.054,0.038
894.000,9.060,0.020,-0.057,-0.037,-0.294,0.034,0.025,-0.197,0.144,0.430,0.019,-0.024,-0.069,-0.030,0.960,-0.020,0.057,0.037
895.000,9.070,0.029,-0.057,-0.035,-0.289,0.017,0.020,-0.265,0.096,0.427,0.028,-0.006,-0.116,-0.057,0.960,-0.029,0.057,0.035
896.000,9.080,0.041,-0.053,-0.032,-0.269,-0.003,0.007,-0.352,0.019,0.421,0.039,0.024,-0.165,-0.082,0.960,-0.041,0.053,0.032
897.000,9.090,0.053,-0.049,-0.029,-0.235,-0.026,-0.008,-0.455,-0.076,0.413,0.053,0.053,-0.214,-0.089,0.960,-0.053,0.049,0.029
898.000,9.100,0.063,-0.046,-0.027,-0.186,-0.047,-0.017,-0.570,-0.170,0.401,0.068,0.070,-0.258,-0.073,0.960,-0.063,0.046,0.027
899.000,9.110,0.071,-0.047,-0.026,-0.125,-0.063,-0.012,-0.691,-0.233,0.380,0.083,0.074,-0.286,-0.044,0.960,-0.071,0.047,0.026
900.000,9.120,0.076,-0.050,-0.027,-0.055,-0.072,0.005,-0.806,-0.246,0.353,0.095,0.073,-0.297,-0.014,0.960,-0.076,0.050,0.027
901.000,9.130,0.077,-0.055,-0.028,0.017,-0.073,0.019,-0.902,-0.220,0.321,0.102,0.067,-0.295,0.011,0.960,-0.077,0.055,0.028
902.000,9.140,0.074,-0.059,-0.030,0.086,-0.068,0.019,-0.971,-0.177,0.286,0.105,0.056,-0.283,0.034,0.960,-0.074,0.059,0.030
903.000,9.150,0.068,-0.061,-0.032,0.151,-0.059,0.006,-1.009,-0.133,0.248,0.104,0.047,-0.264,0.052,0.960,-0.068,0.061,0.032
904.000,9.160,0.059,-0.062,-0.034,0.209,-0.049,-0.013,-1.017,-0.092,0.208,0.101,0.042,-0.242,0.068,0.960,-0.059,0.062,0.034
905.000,9.170,0.049,-0.062,-0.035,0.261,-0.038,-0.030,-1.000,-0.056,0.167,0.097,0.037,-0.217,0.081,0.960,-0.049,0.062,0.035
906.000,9.180,0.038,-0.060,-0.036,0.308,-0.028,-0.043,-0.961,-0.023,0.126,0.093,0.032,-0.191,0.092,0.960,-0.038,0.060,0.036
907.000,9.190,0.029,-0.058,-0.037,0.347,-0.019,-0.054,-0.900,0.004,0.085,0.088,0.026,-0.164,0.101,0.960,-0.029,0.058,0.037
908.000,9.200,0.022,-0.054,-0.038,0.380,-0.012,-0.065,-0.820,0.025,0.045,0.084,0.021,-0.139,0.110,0.960,-0.022,0.054,0.038
909.000,9.210,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
910.000,9.220,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
911.000,9.230,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
912.000,9.240,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
913.000,9.250,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
914.000,9.260,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
915.000,9.270,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
916.000,9.280,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
917.000,9.290,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
918.000,9.300,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
919.000,9.310,-0.008,0.042,-0.033,0.430,0.019,-0.024,-0.069,-0.030,-0.289,0.047,0.022,-0.143,0.171,0.960,0.008,-0.042,0.033
920.000,9.320,-0.015,0.045,-0.032,0.427,0.028,-0.006,-0.116,-0.057,-0.294,0.034,0.025,-0.197,0.144,0.960,0.015,-0.045,0.032
921.000,9.330,-0.024,0.044,-0.030,0.421,0.039,0.024,-0.165,-0.082,-0.289,0.017,0.020,-0.265,0.096,0.960,0.024,-0.044,0.030
922.000,9.340,-0.036,0.040,-0.028,0.413,0.053,0.053,-0.214,-0.089,-0.269,-0.003,0.007,-0.352,0.019,0.960,0.036,-0.040,0.028
923.000,9.350,-0.048,0.034,-0.026,0.401,0.068,0.070,-0.258,-0.073,-0.235,-0.026,-0.008,-0.455,-0.076,0.960,0.048,-0.034,0.026
924.000,9.360,-0.059,0.030,-0.024,0.380,0.083,0.074,-0.286,-0.044,-0.186,-0.047,-0.017,-0.570,-0.170,0.960,0.059,-0.030,0.024
925.000,9.370,-0.067,0.029,-0.024,0.353,0.095,0.073,-0.297,-0.014,-0.125,-0.063,-0.012,-0.691,-0.233,0.960,0.067,-0.029,0.024
926.000,9.380,-0.071,0.031,-0.025,0.321,0.102,0.067,-0.295,0.011,-0.055,-0.072,0.005,-0.806,-0.246,0.960,0.071,-0.031,0.025
927.000,9.390,-0.072,0.034,-0.027,0.286,0.105,0.056,-0.283,0.034,0.017,-0.073,0.019,-0.902,-0.220,0.960,0.072,-0.034,0.027
928.000,9.400,-0.068,0.037,-0.029,0.248,0.104,0.047,-0.264,0.052,0.086,-0.068,0.019,-0.971,-0.177,0.960,0.068,-0.037,0.029
929.000,9.410,-0.061,0.039,-0.031,0.208,0.101,0.042,-0.242,0.068,0.151,-0.059,0.006,-1.009,-0.133,0.960,0.061,-0.039,0.031
930.000,9.420,-0.052,0.040,-0.033,0.167,0.097,0.037,-0.217,0.081,0.209,-0.049,-0.013,-1.017,-0.092,0.960,0.052,-0.040,0.033
931.000,9.430,-0.041,0.039,-0.034,0.126,0.093,0.032,-0.191,0.092,0.261,-0.038,-0.030,-1.000,-0.056,0.960,0.041,-0.039,0.034
932.000,9.440,-0.031,0.037,-0.036,0.085,0.088,0.026,-0.164,0.101,0.308,-0.028,-0.043,-0.961,-0.023,0.960,0.031,-0.037,0.036
933.000,9.450,-0.022,0.034,-0.038,0.045,0.084,0.021,-0.139,0.110,0.347,-0.019,-0.054,-0.900,0.004,0.960,0.022,-0.034,0.038
934.000,9.460,-0.014,0.030,-0.039,0.006,0.081,0.017,-0.115,0.118,0.380,-0.012,-0.065,-0.820,0.025,0.960,0.014,-0.030,0.039
935.000,9.470,-0.007,0.025,-0.041,-0.032,0.078,0.012,-0.094,0.127,0.406,-0.005,-0.076,-0.724,0.039,0.960,0.007,-0.025,0.041
936.000,9.480,-0.002,0.019,-0.043,-0.069,0.076,0.008,-0.075,0.137,0.425,0.001,-0.087,-0.614,0.045,0.960,0.002,-0.019,0.043
937.000,9.490,0.001,0.011,-0.044,-0.106,0.075,0.003,-0.059,0.147,0.436,0.005,-0.092,-0.494,0.042,0.960,-0.001,-0.011,0.044
938.000,9.500,0.003,0.003,-0.045,-0.141,0.074,0.000,-0.047,0.158,0.441,0.008,-0.087,-0.371,0.032,0.960,-0.003,-0.003,0.045
939.000,9.510,0.004,-0.008,-0.045,-0.176,0.073,-0.002,-0.041,0.168,0.441,0.009,-0.070,-0.252,0.020,0.960,-0.004,0.008,0.045
940.000,9.520,0.005,-0.019,-0.043,-0.207,0.072,0.000,-0.043,0.177,0.437,0.010,-0.049,-0.148,0.009,0.960,-0.005,0.019,0.043
941.000,9.530,0.006,-0.030,-0.042,-0.236,0.069,0.004,-0.052,0.184,0.433,0.010,-0.032,-0.075,0.003,0.960,-0.006,0.030,0.042
942.000,9.540,0.007,-0.040,-0.041,-0.259,0.064,0.010,-0.071,0.188,0.430,0.012,-0.024,-0.040,0.001,0.960,-0.007,0.040,0.041
943.000,9.550,0.009,-0.049,-0.039,-0.277,0.057,0.017,-0.102,0.184,0.430,0.015,-0.022,-0.041,0.000,0.960,-0.009,0.049,0.039
944.000,9.560,0.014,-0.054,-0.038,-0.289,0.047,0.022,-0.143,0.171,0.431,0.021,-0.021,-0.072,-0.009,0.960,-0.014,0.054,0.038
945.000,9.570,0.020,-0.057,-0.037,-0.294,0.034,0.025,-0.197,0.144,0.430,0.019,-0.024,-0.069,-0.030,0.960,-0.020,0.057,0.037
946.000,9.580,0.029,-0.057,-0.035,-0.289,0.017,0.020,-0.265,0.096,0.427,0.028,-0.006,-0.116,-0.057,0.960,-0.029,0.057,0.035
947.000,9.590,0.041,-0.053,-0.032,-0.269,-0.003,0.007,-0.352,0.019,0.421,0.039,0.024,-0.165,-0.082,0.960,-0.041,0.053,0.032
948.000,9.600,0.053,-0.049,-0.029,-0.235,-0.026,-0.008,-0.455,-0.076,0.413,0.053,0.053,-0.214,-0.089,0.960,-0.053,0.049,0.029
949.000,9.610,0.063,-0.046,-0.027,-0.186,-0.047,-0.017,-0.570,-0.170,0.401,0.068,0.070,-0.258,-0.073,0.960,-0.063,0.046,0.027
950.000,9.620,0.071,-0.047,-0.026,-0.125,-0.063,-0.012,-0.691,-0.233,0.380,0.083,0.074,-0.286,-0.044,0.960,-0.071,0.047,0.026
951.000,9.630,0.076,-0.050,-0.027,-0.055,-0.072,0.005,-0.806,-0.246,0.353,0.095,0.073,-0.297,-0.014,0.960,-0.076,0.050,0.027
952.000,9.640,0.077,-0.055,-0.028,0.017,-0.073,0.019,-0.902,-0.220,0.321,0.102,0.067,-0.295,0.011,0.960,-0.077,0.055,0.028
953.000,9.650,0.074,-0.059,-0.030,0.086,-0.068,0.019,-0.971,-0.177,0.286,0.105,0.056,-0.283,0.034,0.960,-0.074,0.059,0.030
954.000,9.660,0.068,-0.061,-0.032,0.151,-0.059,0.006,-1.009,-0.133,0.248,0.104,0.047,-0.264,0.052,0.960,-0.068,0.061,0.032
955.000,9.670,0.059,-0.062,-0.034,0.209,-0.049,-0.013,-1.017,-0.092,0.208,0.101,0.042,-0.242,0.068,0.960,-0.059,0.062,0.034
956.000,9.680,0.049,-0.062,-0.035,0.261,-0.038,-0.030,-1.000,-0.056,0.167,0.097,0.037,-0.217,0.081,0.960,-0.049,0.062,0.035
957.000,9.690,0.038,-0.060,-0.036,0.308,-0.028,-0.043,-0.961,-0.023,0.126,0.093,0.032,-0.191,0.092,0.960,-0.038,0.060,0.036
958.000,9.700,0.029,-0.058,-0.037,0.347,-0.019,-0.054,-0.900,0.004,0.085,0.088,0.026,-0.164,0.101,0.960,-0.029,0.058,0.037
959.000,9.710,0.022,-0.054,-0.038,0.380,-0.012,-0.065,-0.820,0.025,0.045,0.084,0.021,-0.139,0.110,0.960,-0.022,0.054,0.038
960.000,9.720,0.016,-0.050,-0.039,0.406,-0.005,-0.076,-0.724,0.039,0.006,0.081,0.017,-0.115,0.118,0.960,-0.016,0.050,0.039
961.000,9.730,0.011,-0.045,-0.040,0.425,0.001,-0.087,-0.614,0.045,-0.032,0.078,0.012,-0.094,0.127,0.960,-0.011,0.045,0.040
962.000,9.740,0.009,-0.040,-0.041,0.436,0.005,-0.092,-0.494,0.042,-0.069,0.076,0.008,-0.075,0.137,0.960,-0.009,0.040,0.041
963.000,9.750,0.008,-0.033,-0.041,0.441,0.008,-0.087,-0.371,0.032,-0.106,0.075,0.003,-0.059,0.147,0.960,-0.008,0.033,0.041
964.000,9.760,0.007,-0.025,-0.041,0.441,0.009,-0.070,-0.252,0.020,-0.141,0.074,0.000,-0.047,0.158,0.960,-0.007,0.025,0.041
965.000,9.770,0.007,-0.016,-0.039,0.437,0.010,-0.049,-0.148,0.009,-0.176,0.073,-0.002,-0.041,0.168,0.960,-0.007,0.016,0.039
966.000,9.780,0.007,-0.007,-0.038,0.433,0.010,-0.032,-0.075,0.003,-0.207,0.072,0.000,-0.043,0.177,0.960,-0.007,0.007,0.038
967.000,9.790,0.006,0.001,-0.036,0.430,0.012,-0.024,-0.040,0.001,-0.236,0.069,0.004,-0.052,0.184,0.960,-0.006,-0.001,0.036
968.000,9.800,0.004,0.008,-0.036,0.430,0.015,-0.022,-0.041,0.000,-0.259,0.064,0.010,-0.071,0.188,0.960,-0.004,-0.008,0.036
969.000,9.810,0.000,0.014,-0.033,0.431,0.021,-0.021,-0.072,-0.009,-0.277,0.057,0.017,-0.102,0.184,0.960,0.000,-0.014,0.033
970.000,9.820,-0.008,0.042,-0.033,0.430,0.019,-0.024,-0.069,-0.030,-0.289,0.047,0.022,-0.143,0.171,0.960,0.008,-0.042,0.033
971.000,9.830,-0.015,0.045,-0.032,0.427,0.028,-0.006,-0.116,-0.057,-0.294,0.034,0.025,-0.197,0.144,0.960,0.015,-0.045,0.032
972.000,9.840,-0.024,0.044,-0.030,0.421,0.039,0.024,-0.165,-0.082,-0.289,0.017,0.020,-0.265,0.096,0.960,0.024,-0.044,0.030
973.000,9.850,-0.036,0.040,-0.028,0.413,0.053,0.053,-0.214,-0.089,-0.269,-0.003,0.007,-0.352,0.019,0.960,0.036,-0.040,0.028
974.000,9.860,-0.048,0.034,-0.026,0.401,0.068,0.070,-0.258,-0.073,-0.235,-0.026,-0.008,-0.455,-0.076,0.960,0.048,-0.034,0.026
975.000,9.870,-0.059,0.030,-0.024,0.380,0.083,0.074,-0.286,-0.044,-0.186,-0.047,-0.017,-0.570,-0.170,0.960,0.059,-0.030,0.024
976.000,9.880,-0.067,0.029,-0.024,0.353,0.095,0.073,-0.297,-0.014,-0.125,-0.063,-0.012,-0.691,-0.233,0.960,0.067,-0.029,0.024
977.000,9.890,-0.071,0.031,-0.025,0.321,0.102,0.067,-0.295,0.011,-0.055,-0.072,0.005,-0.806,-0.246,0.960,0.071,-0.031,0.025
978.000,9.900,-0.072,0.034,-0.027,0.286,0.105,0.056,-0.283,0.034,0.017,-0.073,0.019,-0.902,-0.220,0.960,0.072,-0.034,0.027
979.000,9.910,-0.068,0.037,-0.029,0.248,0.104,0.047,-0.264,0.052,0.086,-0.068,0.019,-0.971,-0.177,0.960,0.068,-0.037,0.029
980.000,9.920,-0.061,0.039,-0.031,0.208,0.101,0.042,-0.242,0.068,0.151,-0.059,0.006,-1.009,-0.133,0.960,0.061,-0.039,0.031
981.000,9.930,-0.052,0.040,-0.033,0.167,0.097,0.037,-0.217,0.081,0.209,-0.049,-0.013,-1.017,-0.092,0.960,0.052,-0.040,0.033
982.000,9.940,-0.041,0.039,-0.034,0.126,0.093,0.032,-0.191,0.092,0.261,-0.038,-0.030,-1.000,-0.056,0.960,0.041,-0.039,0.034
983.000,9.950,-0.031,0.037,-0.036,0.085,0.088,0.026,-0.164,0.101,0.308,-0.028,-0.043,-0.961,-0.023,0.960,0.031,-0.037,0.036
